genre,title,edition,description,date,price,rating
Strategy,Game 8440,beta,"Experience the excitement in this Sports game, where high-speed racing and immersive soundtracks. Age Restriction: 14.",2023-07-02,56.7,10.0
RPG,Game 8441,beta,A dynamic Strategy game that integrates high-speed racing and challenging levels seamlessly. Age Restriction: 11.,2007-08-15,52.24,5.9
RPG,Game 8442,beta,"Immerse yourself in this Action game, where high-speed racing meets realistic physics. Age Restriction: 14.",2011-02-23,63.87,2.1
Strategy,Game 8443,original,Embark on an epic Puzzle journey where sports management and multiplayer options come together. Age Restriction: 15.,2017-07-19,80.68,3.2
MMORPG,Game 8444,beta,"This Puzzle game provides strategic thinking, perfect for those who endless fun. Age Restriction: 14.",2017-07-14,34.4,6.9
Adventure,Game 8445,original,Explore the depths of Sports with complex narratives and endless fun as your guide. Age Restriction: 8.,2000-01-22,94.26,5.0
Strategy,Game 8446,beta,A Puzzle game where sports management meets multiplayer options for an unforgettable experience. Age Restriction: 7.,2023-06-17,48.54,5.1
Sports,Game 8447,original,This JRPG game captivates with strategic thinking and realistic physics at its core. Age Restriction: 15.,2011-12-11,82.99,0.7
Sports,Game 8448,current,"Explore the RPG genre with high-speed racing, making it multiplayer options. Age Restriction: 5.",2005-06-17,37.7,9.6
Survival,Game 8449,original,Adventure awaits in this Puzzle game featuring puzzle-solving and breathtaking visuals. Age Restriction: 5.,2021-08-13,26.92,4.9
Action,Game 8450,beta,Immerse yourself in a Adventure game that offers high-speed racing and unmatched gameplay. Age Restriction: 6.,2023-03-03,83.99,8.0
Sports,Game 8451,current,A dynamic Survival game that integrates character customization and dynamic environments seamlessly. Age Restriction: 7.,2016-03-13,31.37,4.6
Survival,Game 8452,original,"Dive into the world of JRPG with puzzle-solving, offering breathtaking visuals. Age Restriction: 16.",2002-09-05,25.06,5.7
Simulation,Game 8453,current,Experience a new level of Adventure with puzzle-solving and breathtaking visuals. Age Restriction: 9.,2023-11-13,36.73,5.7
Adventure,Game 8454,alpha,A captivating RPG experience that blends intense battles with breathtaking visuals. Age Restriction: 10.,2020-10-27,41.81,1.5
Survival,Game 8455,beta,"Unleash your potential in this Horror game, featuring puzzle-solving and challenging levels. Age Restriction: 17.",2014-03-07,75.0,9.9
RPG,Game 8456,beta,Prepare for an intense JRPG experience with strategic thinking and immersive soundtracks. Age Restriction: 11.,2019-05-22,66.33,3.2
Strategy,Game 8457,original,"This Strategy game provides puzzle-solving, perfect for those who dynamic environments. Age Restriction: 8.",2007-09-04,38.92,9.9
Fighting,Game 8458,alpha,An engaging Horror game that brings strategic thinking and breathtaking visuals to life. Age Restriction: 11.,2015-01-14,65.38,2.9
JRPG,Game 8459,current,A unique Strategy game that offers puzzle-solving alongside endless fun. Age Restriction: 17.,2007-05-22,90.81,4.6
Horror,Game 8460,current,Discover the thrill of JRPG through strategic thinking and immersive soundtracks. Age Restriction: 7.,2004-11-11,28.77,7.2
Survival,Game 8461,beta,"This Strategy game provides sports management, perfect for those who challenging levels. Age Restriction: 14.",2013-04-19,19.74,9.4
Survival,Game 8462,classic,A unique Simulation game that offers puzzle-solving alongside breathtaking visuals. Age Restriction: 4.,2023-03-31,42.52,3.4
Sports,Game 8463,beta,An innovative Puzzle game that character customization and breathtaking visuals. Age Restriction: 16.,2015-03-17,84.67,1.3
Horror,Game 8464,current,Experience a new level of Puzzle with puzzle-solving and multiplayer options. Age Restriction: 6.,2010-09-16,95.15,6.0
Adventure,Game 8465,beta,Dive into MMORPG\ with complex narratives and unmatched gameplay for a complete experience. Age Restriction: 17.,2012-03-19,18.7,1.7
Simulation,Game 8466,current,"Unleash your potential in this MMORPG game, featuring strategic thinking and dynamic environments. Age Restriction: 8.",2015-12-27,17.37,2.6
Fighting,Game 8467,classic,Engage in a Sports adventure where city-building and immersive soundtracks prevail. Age Restriction: 17.,2015-05-01,16.54,6.3
Simulation,Game 8468,alpha,"Dive into the world of Fighting with sports management, offering endless fun. Age Restriction: 11.",2002-11-17,31.92,7.0
Strategy,Game 8469,current,Embark on an epic MMORPG journey where intense battles and breathtaking visuals come together. Age Restriction: 15.,2013-03-04,89.41,6.4
Sports,Game 8470,beta,Challenge yourself in this Sports game with intense battles and immersive soundtracks. Age Restriction: 16.,2000-11-23,11.61,7.1
MMORPG,Game 8471,current,A thrilling Simulation game featuring city-building and multiplayer options. Age Restriction: 6.,2023-09-01,95.97,8.1
Action,Game 8472,alpha,Discover the thrill of Sports through puzzle-solving and realistic physics. Age Restriction: 3.,2002-05-31,87.7,9.7
JRPG,Game 8473,alpha,A thrilling Strategy game featuring complex narratives and breathtaking visuals. Age Restriction: 17.,2005-10-11,99.35,1.8
Survival,Game 8474,beta,Engage in a Puzzle adventure where complex narratives and dynamic environments prevail. Age Restriction: 8.,2016-10-20,35.34,3.5
Horror,Game 8475,classic,Immerse yourself in a Adventure game that offers character customization and multiplayer options. Age Restriction: 8.,2005-07-09,67.56,1.8
Fighting,Game 8476,current,A Strategy game where city-building meets multiplayer options for an unforgettable experience. Age Restriction: 16.,2010-11-27,55.1,6.6
MMORPG,Game 8477,alpha,Immerse yourself in a Adventure game that offers intense battles and immersive soundtracks. Age Restriction: 9.,2022-01-29,18.8,7.3
Fighting,Game 8478,original,A thrilling Sports game featuring sports management and breathtaking visuals. Age Restriction: 7.,2018-08-11,64.84,3.3
Horror,Game 8479,classic,A Horror game where intense battles meets dynamic environments for an unforgettable experience. Age Restriction: 16.,2017-07-27,31.49,2.4
Simulation,Game 8480,classic,An engaging Sports game that brings intense battles and unmatched gameplay to life. Age Restriction: 17.,2013-12-11,87.21,5.1
Simulation,Game 8481,beta,An engaging MMORPG game that brings city-building and unmatched gameplay to life. Age Restriction: 16.,2000-06-14,20.45,5.5
Horror,Game 8482,original,Challenge yourself in this Sports game with strategic thinking and dynamic environments. Age Restriction: 16.,2011-02-02,91.52,0.2
Fighting,Game 8483,original,"Join the adventure in this Adventure game, where city-building is paired with dynamic environments. Age Restriction: 18.",2022-08-26,79.95,4.4
Puzzle,Game 8484,classic,"This Survival game provides puzzle-solving, perfect for those who multiplayer options. Age Restriction: 12.",2011-05-14,40.75,4.7
RPG,Game 8485,original,A unique Sports game that offers complex narratives alongside dynamic environments. Age Restriction: 15.,2022-04-14,55.56,3.5
Horror,Game 8486,current,Dive into Strategy\ with high-speed racing and unmatched gameplay for a complete experience. Age Restriction: 15.,2019-08-24,82.34,7.2
Horror,Game 8487,classic,"This Sports game provides puzzle-solving, perfect for those who challenging levels. Age Restriction: 15.",2007-12-19,99.79,6.5
Horror,Game 8488,classic,Prepare for an intense Simulation experience with city-building and unmatched gameplay. Age Restriction: 5.,2015-01-20,73.63,3.1
Simulation,Game 8489,current,Explore the depths of Sports with complex narratives and unmatched gameplay as your guide. Age Restriction: 16.,2004-10-12,55.43,6.8
Simulation,Game 8490,beta,Immerse yourself in a Strategy game that offers intense battles and challenging levels. Age Restriction: 11.,2004-02-19,37.8,2.6
Action,Game 8491,current,Experience a new level of Sports with puzzle-solving and multiplayer options. Age Restriction: 7.,2011-06-07,55.08,6.9
Survival,Game 8492,original,An engaging Horror game that brings puzzle-solving and challenging levels to life. Age Restriction: 13.,2007-04-17,21.66,3.2
MMORPG,Game 8493,classic,"Explore the Adventure genre with character customization, making it multiplayer options. Age Restriction: 6.",2020-05-01,56.99,9.4
MMORPG,Game 8494,original,A MMORPG game where character customization meets unmatched gameplay for an unforgettable experience. Age Restriction: 11.,2017-02-25,42.83,9.7
Action,Game 8495,current,Embark on an epic Action journey where complex narratives and immersive soundtracks come together. Age Restriction: 5.,2000-02-04,72.02,9.6
Fighting,Game 8496,alpha,Challenge yourself in this Puzzle game with intense battles and multiplayer options. Age Restriction: 12.,2023-06-17,80.15,0.8
Puzzle,Game 8497,alpha,A unique Puzzle game that offers character customization alongside immersive soundtracks. Age Restriction: 15.,2015-10-05,78.7,0.7
Simulation,Game 8498,current,Discover the thrill of MMORPG through intense battles and realistic physics. Age Restriction: 12.,2017-09-27,59.24,3.5
Action,Game 8499,alpha,A unique RPG game that offers intense battles alongside realistic physics. Age Restriction: 15.,2011-09-29,59.31,3.7
Adventure,Game 8500,current,Challenge yourself in this Survival game with city-building and endless fun. Age Restriction: 9.,2002-11-11,25.23,8.2
JRPG,Game 8501,original,Challenge yourself in this Survival game with strategic thinking and realistic physics. Age Restriction: 4.,2018-12-19,47.5,3.4
Action,Game 8502,alpha,A unique RPG game that offers complex narratives alongside immersive soundtracks. Age Restriction: 8.,2021-05-31,55.8,9.3
MMORPG,Game 8503,alpha,Dive into MMORPG\ with puzzle-solving and realistic physics for a complete experience. Age Restriction: 18.,2004-06-09,79.82,9.7
Puzzle,Game 8504,classic,An innovative Strategy game that strategic thinking and endless fun. Age Restriction: 7.,2019-05-27,62.74,8.2
Survival,Game 8505,classic,Embark on an epic Strategy journey where high-speed racing and breathtaking visuals come together. Age Restriction: 12.,2020-06-17,34.83,2.1
Action,Game 8506,original,"Dive into the world of Fighting with sports management, offering multiplayer options. Age Restriction: 3.",2016-03-18,93.79,0.8
RPG,Game 8507,original,A captivating Action experience that blends strategic thinking with dynamic environments. Age Restriction: 17.,2023-10-06,44.15,0.9
Fighting,Game 8508,beta,Embark on an epic RPG journey where strategic thinking and unmatched gameplay come together. Age Restriction: 16.,2004-02-17,64.04,9.9
Strategy,Game 8509,classic,Discover the thrill of Strategy through high-speed racing and breathtaking visuals. Age Restriction: 11.,2018-07-08,61.96,0.7
Fighting,Game 8510,beta,A captivating Strategy experience that blends strategic thinking with multiplayer options. Age Restriction: 15.,2001-06-30,47.27,7.9
Sports,Game 8511,original,An innovative Adventure game that puzzle-solving and dynamic environments. Age Restriction: 5.,2018-03-24,58.66,3.2
Strategy,Game 8512,beta,"Unleash your potential in this Fighting game, featuring puzzle-solving and realistic physics. Age Restriction: 6.",2011-06-10,75.07,1.1
Horror,Game 8513,original,A captivating Sports experience that blends puzzle-solving with breathtaking visuals. Age Restriction: 14.,2014-01-03,34.84,6.5
Horror,Game 8514,alpha,An engaging Survival game that brings high-speed racing and realistic physics to life. Age Restriction: 11.,2010-05-04,26.3,1.0
Fighting,Game 8515,classic,Challenge yourself in this Simulation game with sports management and immersive soundtracks. Age Restriction: 15.,2007-12-15,83.47,4.2
Simulation,Game 8516,beta,Challenge yourself in this Sports game with city-building and endless fun. Age Restriction: 14.,2017-03-18,75.11,8.7
Simulation,Game 8517,alpha,Experience a new level of JRPG with character customization and realistic physics. Age Restriction: 12.,2000-02-20,94.32,7.1
Horror,Game 8518,alpha,"This Sports game provides high-speed racing, perfect for those who immersive soundtracks. Age Restriction: 5.",2019-04-15,11.74,7.0
Fighting,Game 8519,alpha,Challenge yourself in this Puzzle game with sports management and challenging levels. Age Restriction: 8.,2011-08-03,95.28,0.8
MMORPG,Game 8520,original,Experience a new level of Survival with puzzle-solving and dynamic environments. Age Restriction: 4.,2012-02-29,87.41,6.2
RPG,Game 8521,alpha,Challenge yourself in this Action game with complex narratives and unmatched gameplay. Age Restriction: 15.,2006-10-26,60.09,8.0
Action,Game 8522,classic,"This Puzzle game provides strategic thinking, perfect for those who endless fun. Age Restriction: 17.",2008-03-22,88.08,4.7
Sports,Game 8523,alpha,"This Simulation game offers city-building, combined with multiplayer options for endless excitement. Age Restriction: 10.",2013-06-08,50.19,0.9
Fighting,Game 8524,current,Step into the world of MMORPG with strategic thinking and multiplayer options at your fingertips. Age Restriction: 15.,2022-05-19,64.16,5.9
